Date,Open,High,Low,Close,Adj Close,Volume
6/24/19,72.589996,72.849998,71.620003,71.779999,68.945511,1741300
6/25/19,71.889999,72.18,70.389999,70.410004,67.629623,1808400
6/26/19,70.419998,70.419998,68.300003,68.5,65.795044,2206600
6/27/19,68.900002,69.489998,68.830002,69.419998,66.678711,1319800
6/28/19,69.339996,69.580002,68.639999,68.970001,66.463326,3014100
7/1/19,69.129997,69.169998,67.699997,68.029999,65.557487,2140100
7/2/19,68.349998,69.360001,68.220001,69.099998,66.5886,2198900
7/3/19,69.32,70.68,69.32,70.660004,68.091919,907600
7/5/19,69.970001,70.260002,68.790001,69.989998,67.446236,946900
7/8/19,70,70.440002,69.720001,70.110001,67.56189,1282000
7/9/19,70.110001,70.889999,69.849998,70.709999,68.140091,2045500
7/10/19,71.089996,71.360001,70.480003,71.239998,68.650803,1216600
7/11/19,71.410004,71.440002,70.169998,70.660004,68.091919,1411900
7/12/19,70.580002,70.959999,70.199997,70.730003,68.15937,1771300
7/15/19,70.82,71.239998,70.230003,70.389999,67.831703,1059400
7/16/19,70.010002,70.129997,69.220001,69.860001,67.320992,1751900
7/17/19,70.139999,70.5,69.470001,69.919998,67.378784,1073300
7/18/19,69.730003,70.349998,69.260002,70.099998,67.552254,1051400
7/19/19,70.139999,70.230003,68.699997,68.739998,66.241684,1350500
7/22/19,68.82,69.040001,68.169998,68.5,66.010422,1241800
7/23/19,68.559998,69.620003,68.330002,69.599998,67.070427,1105900
7/24/19,69.699997,69.82,69.139999,69.300003,66.781326,1025500
7/25/19,69.309998,69.400002,68.300003,68.879997,66.376595,1609400
7/26/19,68.980003,69.57,68.75,69.540001,67.012604,1189200
7/29/19,69.779999,70.440002,69.559998,70.18,67.629349,2191400
7/30/19,70.18,70.889999,69.470001,70.019997,67.475151,1367500
7/31/19,69.760002,70.080002,68.989998,69.209999,66.911049,2745000
8/1/19,69.260002,69.959999,68.800003,69.669998,67.355751,1598500
